idx,type,character,sentence,j-hartmann/emotion-english-distilroberta-base,SamLowe/roberta-base-go_emotion,michellejieli/emotion_text_classifier
1418,speech,MARGARET,"You realise why I had to do it though?
",surprise,realization,surprise
1419,speech,ALAN,Yes.,neutral,approval,neutral
1420,speech,MARGARET,"And you don't
",anger,neutral,neutral
1421,consigne,,interrupts,,,
1422,speech,ALAN,Yes Margaret.,neutral,neutral,neutral
1423,speech,ALAN,I do think you were sticking your nose in.,disgust,neutral,surprise
1424,consigne,,she bites her lip,,,
1425,speech,ALAN,But I also think you were right to.,neutral,approval,neutral
1426,speech,ALAN,Who knows where we'd all be if it wasn't for you sticking your nose in where it wasn't wanted.,neutral,neutral,disgust
1427,speech,ALAN,You should be pleased with yourself.,joy,neutral,neutral
1428,speech,ALAN,"You've done what was right, not what was popular.",anger,approval,neutral
1429,speech,MARGARET,Thanks.,neutral,gratitude,neutral
1430,speech,MARGARET,I'm glad my nose stopped them.,joy,joy,joy
1431,speech,MARGARET,"I know I'm hard on Jessica, but it would have been awful if she'd been unfaithful last night.",disgust,disgust,sadness
1432,consigne,,Long pause while ALAN drains his glass,,,
1433,speech,ALAN,I'm glad your nose was there to get in the way.,joy,joy,joy
1434,speech,ALAN,Such a pretty little nose too.,disgust,admiration,joy
1435,consigne,,ALAN pushes the end of MARGARET'S nose with his index finger,,,
1436,speech,ALAN,Honk!,anger,neutral,anger
1437,consigne,,laughs,,,
1438,speech,MARGARET,"Are you tight?
",surprise,curiosity,neutral
1439,speech,ALAN,Tight as a drum.,disgust,neutral,neutral
1440,speech,MARGARET,Well I suppose so are half the people through the next room.,neutral,neutral,neutral
1441,speech,MARGARET,I'll let you off this time.,neutral,neutral,neutral
1442,speech,MARGARET,"I can understand people getting tight at weddings, but always seemed odd to me to do it at a funeral.",disgust,neutral,neutral
1443,speech,ALAN,"You're the only person I've ever met who calls it getting tight.
",neutral,neutral,neutral
1444,consigne,,laughs,,,
1445,speech,MARGARET,I've got to have something to make me stand out.,neutral,desire,neutral
1446,speech,MARGARET,"I suppose people drink anywhere it's free don't they.
",neutral,neutral,neutral
1447,speech,ALAN,"Probably why Mr Cleethorpes doesn't look too happy, he must be picking up the tab.",sadness,neutral,neutral
1448,speech,MARGARET,No he's unhappy for a thousand other reasons.,sadness,sadness,neutral
1449,speech,MARGARET,"Didn't you see Gerald earlier?
",surprise,neutral,neutral
1450,speech,ALAN,Edwin's brother?,surprise,neutral,neutral
1451,speech,ALAN,"No I presumed he wasn't coming.
",neutral,neutral,neutral
1452,speech,MARGARET,He barely did.,surprise,neutral,neutral
1453,speech,MARGARET,"He arrived after the service had started and left before the coffin.
",disgust,neutral,neutral
1454,speech,ALAN,No wonder the old duffer looks so grim.,sadness,neutral,sadness
1455,speech,ALAN,"How long's it been since they've spoken?
",neutral,curiosity,neutral
1456,speech,MARGARET,"Since before we met Edwin, well over ten years.",neutral,neutral,neutral
1457,speech,ALAN,"It's a beastly situation.
",disgust,neutral,neutral
1458,speech,MARGARET,It's a bloody disgrace.,disgust,disappointment,disgust
1459,speech,MARGARET,Fancy disowning the lad just because he's queer.,disgust,neutral,disgust
1460,speech,ALAN,"It's a different generation, it's hard for us to understand.",neutral,realization,sadness
1461,speech,MARGARET,It's no excuse.,anger,disapproval,neutral
1462,speech,MARGARET,"What difference does it make, it's just about who you fancy at the end of the day.",neutral,neutral,neutral
1463,speech,ALAN,It's more than that for men like Mr Cleethorpes.,neutral,neutral,neutral
1464,speech,ALAN,"It's a betrayal of the family name.
",disgust,disappointment,disgust
1465,speech,MARGARET,What rot!,disgust,neutral,disgust
1466,speech,MARGARET,There's nothing a child of mine could do that'd make me treat them like that.,neutral,neutral,joy
1467,speech,MARGARET,"Well, except vote Tory maybe.",neutral,neutral,neutral
1468,speech,ALAN,"Edwin was a Tory.
",neutral,neutral,neutral
1469,speech,MARGARET,"Well anyway, it's a bit much disowning the poor lad.",disgust,sadness,neutral
1470,speech,ALAN,Yes of course you're right.,neutral,approval,neutral
1471,speech,ALAN,Though by all accounts he had a better time of it than Edwin.,neutral,neutral,neutral
1472,speech,MARGARET,Yes.,neutral,approval,neutral
1473,consigne,,Pause,,,
1474,speech,MARGARET,Hard to imagine anything bad happening to someone so full of life.,disgust,sadness,sadness
1475,speech,MARGARET,"Certainly can't imagine him being beaten like he was.
",sadness,neutral,neutral
1476,speech,ALAN,Or being locked in the coal cellar for days on end.,disgust,neutral,neutral
1477,speech,MARGARET,He really did his best to destroy that boy didn't he.,anger,neutral,neutral
1478,speech,MARGARET,Tried to suck every shred of life out of him.,disgust,neutral,neutral
1479,speech,MARGARET,"And as for packing him off to boarding school
",neutral,neutral,neutral
1480,speech,ALAN,Best place for him considering.,neutral,neutral,neutral
1481,speech,MARGARET,I suppose so.,neutral,neutral,neutral
1482,speech,ALAN,"There's no point in hating him Margaret, Edwin overcame it, there's no reason why we shouldn't.",neutral,neutral,neutral
1483,speech,MARGARET,Edwin had to love the bastard.,disgust,love,disgust
1484,speech,MARGARET,We're not handicapped that way.,neutral,neutral,neutral
1485,speech,ALAN,"Still, it serves no purpose.",disgust,disapproval,neutral
1486,speech,MARGARET,It doesn't mean I have to be nice to him.,neutral,neutral,neutral
1487,consigne,,"Enter PRIEST. His dog collar is hanging out on one side, his hair is ruffled and there are lipstick marks on both his cheek and collar.",,,
1488,speech,PRIEST,Good Lord!,joy,admiration,joy
1489,speech,PRIEST,That that that Jessica is a most charming girl!,joy,admiration,joy
1490,speech,PRIEST,Goodness me!,joy,admiration,joy
1491,speech,PRIEST,Very very very affectionate indeed!,joy,love,joy
1492,speech,PRIEST,Having rather a better time than I thought I would to be honest!,joy,approval,joy
1493,consigne,,To MARGARET,,,
1494,speech,PRIEST,"Though I don't think I've had the pleasure young lady.
",neutral,disapproval,neutral
1495,speech,ALAN,It looks like you've had plenty of pleasure.,neutral,joy,joy
1496,consigne,,laughs,,,
1497,speech,PRIEST,Yes!,anger,excitement,joy
1498,speech,PRIEST,Ha!,joy,neutral,joy
1499,speech,PRIEST,"Bloody right I have.
",anger,approval,anger
1500,speech,MARGARET,I'm Margaret Harley Father.,neutral,neutral,neutral
1501,speech,MARGARET,"I was one of the pallbearers.
",joy,neutral,neutral
1502,consigne,,roars with laughter,,,
1503,speech,PRIEST,You you you don't bloody say!,anger,neutral,anger
1504,speech,PRIEST,Ha!,joy,neutral,joy
1505,speech,PRIEST,"I'm glad you are, would hate to think you dressed like that off your own bat.",joy,joy,disgust
1506,speech,PRIEST,"What are we drinking anyway?
",neutral,curiosity,neutral
1507,speech,ALAN,"Scotch if you're offering.
",neutral,neutral,neutral
1508,speech,PRIEST,Top idea that man!,surprise,admiration,joy
1509,consigne,,Turns his head and shouts,,,
1510,speech,PRIEST,Barkeep!,surprise,neutral,surprise
1511,consigne,,Turns his head back to ALAN and MARGARET.,,,
1512,consigne,,BARMAN enters and stands very close to PRIEST.,,,
1513,speech,MARGARET,It was a very interesting service.,joy,admiration,joy
1514,speech,PRIEST,Interesting's the word.,surprise,curiosity,neutral
1515,consigne,,Turns head again so comes nose to nose with BARMAN,,,
1516,speech,PRIEST,Barkeep!,surprise,neutral,surprise
1517,consigne,,PRIEST jumps back alarmed.,,,
1518,speech,PRIEST,There you are.,neutral,neutral,neutral
1519,speech,PRIEST,Three scotches please.,neutral,neutral,neutral
1520,speech,BARMAN,Very good Father.,joy,admiration,joy
1521,speech,ALAN,"Doubles.
",neutral,neutral,neutral
1522,consigne,,BARMAN goes to bar and fixes drinks.,,,
1523,speech,PRIEST,Yes!,anger,excitement,joy
1524,speech,PRIEST,"Why why why bloody not!
",anger,neutral,anger
1525,speech,ALAN,"The mingling wasn't too bad then Father?
",disgust,approval,neutral
1526,speech,PRIEST,No not at all actually.,neutral,disapproval,neutral
1527,speech,PRIEST,Spent most of the time comforting that poor Jessica.,neutral,sadness,neutral
1528,speech,PRIEST,"She certainly seemed very very very
",neutral,neutral,neutral
1529,speech,MARGARET,"emotional?
",surprise,neutral,neutral
1530,speech,PRIEST,"Yes, quite!
",surprise,approval,joy
1531,consigne,,PRIEST sits with ALAN and MARGARET. BARMAN brings the drinks over then returns to the bar.,,,
1532,speech,PRIEST,Thank you.,neutral,gratitude,neutral
1533,speech,PRIEST,Yes very emotional indeed.,neutral,approval,neutral
1534,speech,PRIEST,"Ah, here comes the third musketeer!
",joy,excitement,joy
1535,consigne,,TREVOR enters forlorn. He walks past PRIEST then MARGARET then ALAN and each time takes the drink out of their hands and drains it. He slumps in a chair next to ALAN and stares off into space. Long Pause.,,,
1536,speech,ALAN,Soooooo?,surprise,neutral,neutral
1537,speech,ALAN,How did it go?,surprise,curiosity,neutral
1538,consigne,,Punches him playfully on the arm,,,
1539,speech,ALAN,"TREVOR: My marriage is over.
",sadness,sadness,sadness
1540,speech,PRIEST,Are you Catholic my son?,neutral,curiosity,neutral
1541,speech,TREVOR,"Presbyterian.
",neutral,neutral,neutral
1542,speech,PRIEST,"Good stuff, won't be needing me then!",joy,admiration,joy
1543,consigne,,Walks over to bar and sits on a stool,,,
1544,speech,PRIEST,"Another drink Barkeep!
",joy,neutral,joy
1545,consigne,,BARMAN fixes the drink.,,,
1546,speech,MARGARET,"What are you talking about?
",surprise,curiosity,surprise
1547,speech,TREVOR,"I'm sorry Margaret, I had to.",sadness,remorse,sadness
1548,speech,MARGARET,"What did you have to?
",surprise,neutral,neutral
1549,speech,ALAN,He told his wife.,disgust,neutral,neutral
1550,speech,ALAN,"About last night, about everything.",neutral,neutral,neutral
1551,speech,MARGARET,"Oh Trevor.
",neutral,neutral,neutral
1552,speech,TREVOR,I'm sorry I couldn't keep your promise Margaret.,sadness,remorse,sadness
1553,speech,MARGARET,Bugger the promise.,neutral,neutral,neutral
1554,speech,MARGARET,"God Trevor, what have you done?
",surprise,neutral,surprise
1555,speech,ALAN,"What did she say?
",surprise,neutral,neutral
1556,speech,TREVOR,She wasn't even upset.,neutral,neutral,neutral
1557,speech,TREVOR,That was the worst bit.,disgust,disgust,disgust
1558,speech,TREVOR,"She was just so disappointed.
",sadness,disappointment,sadness
1559,speech,MARGARET,"She can't just end it like that.
",neutral,neutral,neutral
1560,speech,TREVOR,"She said the only reason we worked was because I was honest and faithful, and that whilst I'd shown I was honest I'd also shown I was incapable of being faithful.",neutral,neutral,neutral
1561,speech,TREVOR,She said there wasn't enough love in our marriage to get over something like this.,neutral,neutral,sadness
1562,speech,TREVOR,"She said I'd never been someone she'd craved; all I'd ever been was '91good husband material', and after this I wasn't even that anymore.
",neutral,neutral,sadness
1563,speech,MARGARET,"What about your life together?
",neutral,curiosity,neutral
1564,speech,TREVOR,She said she doesn't want anything.,anger,neutral,neutral
1565,speech,TREVOR,We've no children and she earns nearly what I do.,neutral,neutral,anger
1566,speech,TREVOR,She said I could have the house.,neutral,neutral,neutral
1567,speech,TREVOR,She said she couldn't be bothered fighting over it in court seeing as I'd probably win anyway.,anger,neutral,neutral
1568,consigne,,Pause,,,
1569,speech,TREVOR,"It was so clinical, so heartless.",fear,annoyance,neutral
1570,consigne,,Pause. Sobbing,,,
1571,speech,TREVOR,"I thought she'd forgive me, I really did.",neutral,neutral,sadness
1572,speech,TREVOR,I thought she loved me so strongly.,joy,love,joy
1573,speech,TREVOR,Instead it turns out she never really cared at all.,surprise,disappointment,neutral
1574,speech,TREVOR,"I was just someone good to bring home to her parents.
",neutral,approval,neutral
1575,speech,ALAN,"Trevor.
",neutral,neutral,neutral
1576,consigne,,shouting,,,
1577,speech,TREVOR,No!,anger,disapproval,anger
1578,speech,TREVOR,It's fucked!,anger,anger,disgust
1579,speech,TREVOR,Can't you see that?,surprise,curiosity,surprise
1580,speech,TREVOR,To betray someone you love is one thing.,disgust,neutral,disgust
1581,speech,TREVOR,"To betray someone you love and then discover that they never even loved you at all is just'85 
",anger,neutral,neutral
1582,consigne,,hold his head in his hands,,,
1583,consigne,,JESSICA enters smoking.,,,
1584,speech,JESSICA,Here you all are!,joy,neutral,joy
1585,speech,JESSICA,If I didn't know better I'd say you were avoiding me.,neutral,neutral,neutral
1586,consigne,,Spots PRIEST,,,
1587,speech,JESSICA,Hello Father.,neutral,neutral,neutral
1588,consigne,,Blows him a kiss,,,
1589,speech,JESSICA,mwah!,surprise,excitement,surprise
1590,speech,JESSICA,What are you all looking so down in the mouth for.,surprise,neutral,surprise
1591,speech,JESSICA,It's not like someone died!,surprise,neutral,anger
1592,consigne,,Laughs hysterically. Pause,,,
1593,speech,JESSICA,"Oh come on chaps, Edwin would have thought that was funny.",joy,amusement,neutral
1594,speech,JESSICA,How's about cheering up a little.,neutral,joy,neutral
1595,speech,JESSICA,"Trevor why don't you recite his graduation speech, that's always good for a laugh or two!
",neutral,joy,anger
1596,speech,MARGARET,"Jessica please.
",neutral,neutral,neutral
1597,speech,JESSICA,"Oh god, Miss Killjoy chirps up again.",surprise,neutral,joy
1598,speech,JESSICA,Sorry Maggs am I having a little too much fun for your liking?,sadness,remorse,sadness
1599,speech,MARGARET,Trevor's wife has left him.,sadness,sadness,neutral
1600,consigne,,taken aback,,,
1601,speech,JESSICA,Oh!,surprise,neutral,surprise
1602,speech,JESSICA,Gosh!,surprise,neutral,surprise
1603,consigne,,Pause,,,
1604,speech,JESSICA,Still probably for the best hey Trev.,neutral,optimism,neutral
1605,speech,JESSICA,Plenty more fish and all that.,neutral,neutral,neutral
1606,consigne,,stands up,,,
1607,speech,MARGARET,For God's sake!,anger,neutral,anger
1608,speech,MARGARET,Show a bit of compassion!,anger,caring,anger
1609,speech,MARGARET,"Your friend has just had his marriage break up and need I remind you that it's all your bloody fault!
",anger,sadness,anger
1610,speech,JESSICA,My fault?,anger,confusion,surprise
1611,speech,JESSICA,"Don't be ridiculous.
",anger,annoyance,anger
1612,speech,MARGARET,You destroyed him!,anger,anger,anger
1613,speech,MARGARET,You knew exactly what you were doing.,anger,neutral,neutral
1614,consigne,,raising her voice,,,
1615,speech,JESSICA,How have I destroyed him!,anger,anger,anger
1616,consigne,,Turns to TREVOR,,,
1617,speech,JESSICA,"I don't love you Trevor, I never have and I never will!",anger,disapproval,sadness
1618,speech,JESSICA,"I wanted a fuck last night, not a future!",anger,annoyance,anger
1619,speech,JESSICA,Get it!,anger,neutral,anger
1620,consigne,,turns back to MARGARET sweetly,,,
1621,speech,JESSICA,"There, is that a bit clearer?
",neutral,confusion,neutral
1622,speech,MARGARET,"You're not the same person I used to be friends with, you're so cold and bitter.",anger,disapproval,disgust
1623,speech,MARGARET,How can you even dream of talking like that?,surprise,curiosity,surprise
1624,consigne,,Loudly to ALAN,,,
1625,speech,MARGARET,"Alan are you just going to sit there and say nothing?
",anger,neutral,anger
1626,speech,JESSICA,"Oh yes why not turn to lover boy.
",neutral,neutral,neutral
1627,speech,MARGARET,"Shut up!
",anger,anger,anger
1628,speech,JESSICA,Turn to your darling unrequited sweetheart every time you need a bit of support.,anger,caring,neutral
1629,speech,JESSICA,"I hate to say it, but you're exactly the same person I had to be friends with all those years ago.",disgust,anger,neutral
1630,speech,MARGARET,"You shut up!
",anger,anger,anger
1631,speech,JESSICA,Why don't you admit it?,anger,curiosity,neutral
1632,speech,JESSICA,"Why don't you just tell him what we all already know?
",anger,neutral,anger
1633,consigne,,yelling,,,
1634,speech,MARGARET,Fine!,anger,approval,anger
1635,speech,MARGARET,"I admit it, I love him!",joy,love,joy
1636,speech,MARGARET,I always have loved him and I always will.,joy,love,joy
1637,speech,MARGARET,But if you don't shut you're mouth this second I'm going to ram this glass down your bloody throat!,anger,anger,anger
1638,consigne,,calmly,,,
1639,speech,JESSICA,"Well, there you go.",neutral,neutral,neutral
1640,speech,JESSICA,All our dirty little secrets are out.,disgust,neutral,neutral
1641,speech,JESSICA,That is except one.,neutral,neutral,neutral
1642,consigne,,Pause,,,
1643,speech,JESSICA,Do you want to tell her Alan?,surprise,curiosity,neutral
1644,speech,JESSICA,"Or should I?
",fear,confusion,neutral
1645,speech,JESSICA,"After you so expertly managed to save Trevor from doing something that would jeopardise his marriage, that pathetic drunk and I did something to jeopardise mine.
",disgust,neutral,anger
1646,consigne,,TREVOR looks up for the first time. MARGARET is shocked. ALAN is unmoved.,,,
1647,speech,MARGARET,Alan?,surprise,neutral,neutral
1648,speech,MARGARET,"Is this true?
",surprise,curiosity,surprise
1649,speech,TREVOR,Alan?,surprise,neutral,neutral
1650,speech,TREVOR,You didn't did you?,surprise,curiosity,surprise
1651,speech,TREVOR,"Please tell me you didn't.
",neutral,neutral,neutral
1652,speech,JESSICA,Well Alan?,surprise,neutral,neutral
1653,speech,JESSICA,Did you?,surprise,curiosity,surprise
1654,consigne,,"ALAN stands up, slowly walks over to the bar and takes a bottle of whiskey out of BARMAN'S hand. He pours himself a very large drink. As he begins to drink MARGARET comes over to him and slaps the glass out of his hand.",,,
1655,speech,MARGARET,You and your bloody drink!,anger,neutral,anger
1656,consigne,,MARGARET beats her fists on ALAN'S chest. TREVOR stands.,,,
1657,consigne,,crying,,,
1658,speech,MARGARET,"You bloody wretched, stinking alcoholic.",disgust,anger,disgust
1659,speech,MARGARET,How could you!,surprise,neutral,surprise
1660,speech,MARGARET,"How could y'85 
",fear,neutral,neutral
1661,consigne,,trails off,,,
1662,consigne,,MARGARET sits on a bar stool next to PRIEST. ALAN pours another drink and walks towards TREVOR.,,,
1663,speech,TREVOR,"Is there a man left here I can call a friend.
",neutral,neutral,neutral
1664,speech,ALAN,"Trevor I 
",fear,neutral,neutral
1665,consigne,,"pause, ALAN looks at the floor",,,
1666,speech,ALAN,TREVOR: The great poet lost for words.,sadness,neutral,neutral
1667,speech,ALAN,Not much to say is there.,neutral,neutral,neutral
1668,consigne,,He holds ALAN'S head in his hands,,,
1669,speech,ALAN,We're all to blame Alan.,anger,neutral,sadness
1670,speech,ALAN,We're all guilty.,sadness,remorse,sadness
1671,consigne,,TREVOR kisses ALAN'S head and exits. ALAN follows. As soon as ALAN exits he enters again walking backwards with MR CLEETHORPES following him.,,,
1672,speech,MR CLEETHORPES,There you are boy!,joy,neutral,joy
1673,speech,MR CLEETHORPES,I want a word with you.,neutral,desire,neutral
1674,speech,ALAN,"Mr Cleethorpes this really is a bad time.
",disgust,disapproval,sadness
1675,speech,MR CLEETHORPES,"Too right it's a bad time, I've just had to put my only son in the ground thanks to you and your swath of decadent acolytes.
",disgust,gratitude,sadness
1676,speech,ALAN,Please sir this isn't the time.,neutral,disapproval,neutral
1677,speech,MR CLEETHORPES,It never is for you lot is it?,neutral,confusion,neutral
1678,speech,MR CLEETHORPES,"There's always a party to go, a drink to be drunk, drugs to be taken, boys to be buggered.",neutral,neutral,neutral
1679,speech,MR CLEETHORPES,You sir have made my life a hell.,anger,anger,anger
1680,speech,MR CLEETHORPES,You've corrupted my heir and sent him to his grave.,disgust,anger,anger
1681,speech,MR CLEETHORPES,The certainty that you'll be burning for eternity is scant succour.,neutral,neutral,neutral
1682,speech,ALAN,"Mr Cleethorpes we all loved Edwin dearly and I can understand your grief, but please
",sadness,love,sadness
1683,consigne,,raising his voice,,,
1684,speech,MR CLEETHORPES,Don't you dare try and placate me with niceties sir!,anger,anger,anger
1685,speech,MR CLEETHORPES,The tongue of a bugger should not be allowed to speak!,anger,annoyance,disgust
1686,speech,MR CLEETHORPES,Your sinful hedonism has left me childless.,disgust,sadness,disgust
1687,speech,MR CLEETHORPES,"How dare you'85
",anger,anger,anger
1688,consigne,,JESSICA moves towards MR CLEETHORPES.,,,
1689,speech,JESSICA,How dare you!,anger,anger,anger
1690,speech,JESSICA,"How dare you say these things.
",anger,anger,anger
1691,speech,MR CLEETHORPES,You madam have not been addressed!,anger,neutral,anger
1692,speech,MR CLEETHORPES,"And despite your attire I recognise you as one of the clowns from that carnival of depravity earlier.
",disgust,realization,disgust
1693,consigne,,MARGARET moves towards MR CLEETHORPES so she JESSICA and ALAN are surrounding him.,,,
1694,speech,MARGARET,"Is it so depraved to carry out the wishes of the deceased?
",disgust,curiosity,disgust
1695,speech,MR CLEETHORPES,When the deceased is a fine man of noble birth corrupted by buggers and whores then yes it is madam.,disgust,approval,neutral
1696,speech,JESSICA,You are the only one who ever corrupted Edwin.,neutral,annoyance,neutral
1697,speech,JESSICA,"You crushed and stifled a beautiful, brilliant man.
",anger,admiration,anger
1698,speech,MR CLEETHORPES,I taught him discipline.,disgust,neutral,neutral
1699,speech,MR CLEETHORPES,"I sought to save his soul.
",sadness,caring,sadness
1700,speech,ALAN,You sought nothing but your own selfish ends.,anger,neutral,neutral
1701,speech,ALAN,Edwin was a god among men.,neutral,admiration,neutral
1702,speech,ALAN,"He spread happiness and love wherever he went.
",joy,love,neutral
1703,speech,MR CLEETHORPES,Please spare me the filthy details.,disgust,neutral,disgust
1704,speech,MR CLEETHORPES,I should never have sent him to that boarding school.,sadness,disapproval,sadness
1705,speech,MR CLEETHORPES,Thought it would build his character and teach him some piety.,neutral,neutral,neutral
1706,speech,MR CLEETHORPES,Turned out to be a bastion of sods and drunkards.,disgust,annoyance,disgust
1707,speech,MARGARET,"You can't blame Edwin because Gerald
",anger,neutral,neutral
1708,consigne,,yelling,,,
1709,speech,MR CLEETHORPES,That is not a name I care to hear madam!,anger,disapproval,anger
1710,speech,JESSICA,"You have a son.
",neutral,neutral,neutral
1711,speech,MR CLEETHORPES,"I am aware I have a son madam, but he has been sullied by a brigade of demons and lies cold in the ground.
",anger,sadness,neutral
1712,speech,ALAN,"You have another son, and you should be proud of them both.
",neutral,pride,neutral
1713,consigne,,MR CLEETHOPRES punches ALAN who falls to the ground. MARGARET and JESSICA gather round him.,,,
1714,speech,MR CLEETHORPES,So rotten is your soul sir that you insult a man at the wake of his only son.,disgust,anger,disgust
1715,consigne,,To BARMAN,,,
1716,speech,MR CLEETHORPES,"You there, what's your name?
",surprise,curiosity,neutral
1717,speech,BARMAN,"Me sir?
",neutral,neutral,neutral
1718,speech,MR CLEETHORPES,Me sir?,surprise,neutral,neutral
1719,speech,MR CLEETHORPES,Yes you sir?,surprise,neutral,neutral
1720,speech,MR CLEETHORPES,"What's your godforsaken name?
",surprise,curiosity,surprise
1721,speech,BARMAN,Clifton sir.,neutral,neutral,neutral
1722,speech,MR CLEETHORPES,Well Mr Clifton tell my wife to join me in the car immediately.,neutral,neutral,neutral
1723,speech,MR CLEETHORPES,Every second I spend in this hive of wickedness does irreparable damage to my soul.,disgust,sadness,sadness
1724,consigne,,MR CLEETHORPES exits. Long silence.,,,
1725,speech,PRIEST,I I I have an early mass in the morning.,fear,neutral,neutral
1726,speech,PRIEST,I should should should really get to bed.,sadness,neutral,neutral
1727,consigne,,He looks round at everyone,,,
1728,speech,PRIEST,"It was was was a pleasure to meet you all.
",joy,joy,joy
1729,consigne,,PRIEST exits hurriedly.,,,
1730,speech,ALAN,You don't think he left on our account do you?,surprise,confusion,surprise
1731,speech,ALAN,"Or do all priests go to bed at five o clock?
",neutral,confusion,neutral
1732,consigne,,JESSICA and MARGARET haul ALAN to his feet and they all sit on the large chairs.,,,
1733,speech,MARGARET,"How on earth did he do it?
",surprise,curiosity,surprise
1734,speech,JESSICA,"Who?
",surprise,neutral,surprise
1735,speech,MARGARET,Edwin.,neutral,neutral,neutral
1736,speech,MARGARET,"How did he turn out so happy with that a father like that?
",surprise,curiosity,surprise
1737,consigne,,holding his jaw,,,
1738,speech,ALAN,It's just'85 Edwin.,neutral,neutral,neutral
1739,speech,JESSICA,"Come on, let's go and get Trevor.",neutral,neutral,neutral
1740,speech,JESSICA,I imagine he needs his friends right now.,neutral,neutral,neutral
1741,consigne,,MARGARET and JESSICA put their arms across ALAN'S shoulders as support and they all exit. BARMAN begins to set out the caf'e9 style tables and chairs ready for the daytime custom (as at the start of ACT I SCENE II). While doing so he speaks.,,,
1742,speech,BARMAN,Unfortunately that wasn't the end of the evening's drama.,sadness,disappointment,sadness
1743,speech,BARMAN,There was one big shock left for everybody.,surprise,surprise,surprise
1744,speech,BARMAN,"Ridden with despair, Mr Mcleish had locked himself in his bedroom seemingly wanting only to be alone.",sadness,sadness,sadness
1745,speech,BARMAN,Alan and Margaret spent over an hour pleading with him to unlock the door so they could offer him the comfort they shared so naturally and readily in their youth.,neutral,neutral,neutral
1746,speech,BARMAN,During this time Jessica was on the phone to Mrs Mcleish.,neutral,neutral,neutral
1747,speech,BARMAN,She tried to explain to her that any infidelity on Trevor's behalf was totally out of character and only occurred due her own selfish need to be desired.,neutral,neutral,neutral
1748,speech,BARMAN,She confessed that she planned to manipulate him the second she knew they were to meet.,disgust,neutral,neutral
1749,speech,BARMAN,"She didn't ask for forgiveness, as she said she didn't deserve it.",sadness,neutral,sadness
1750,speech,BARMAN,However she stressed that Trevor did and implored Mrs Mcleish to give him another chance.,neutral,neutral,neutral
1751,speech,BARMAN,When this phone call was over she made another one to her own husband.,disgust,neutral,neutral
1752,speech,BARMAN,She confessed a string of infidelities to him and made it clear she did not believe their marriage could survive with her behaving in such a way.,disgust,neutral,sadness
1753,speech,BARMAN,After ending this conversation she went upstairs to join Alan and Margaret in offering comfort to Trevor.,neutral,neutral,neutral
1754,speech,BARMAN,By this stage Alan had managed to force open the door.,anger,neutral,neutral
1755,speech,BARMAN,"She found the three of them together, congregated in the bathroom.",disgust,neutral,neutral
1756,speech,BARMAN,"Alan and Margaret were standing quite still, embracing each other tightly.",neutral,neutral,neutral
1757,speech,BARMAN,Trevor lay in the bath staring off into space.,disgust,neutral,neutral
1758,speech,BARMAN,The veins in his left wrist had been deeply cut and the warm water meant he bled to death in minutes.,sadness,neutral,neutral
1759,speech,BARMAN,The three friends spoke and slept little that night.,neutral,neutral,neutral
1760,speech,BARMAN,Each consumed deep in their own thoughts.,disgust,neutral,neutral
1761,speech,BARMAN,All they could do was wait for morning and catch the first train home; leaving their two fiends behind.,neutral,neutral,neutral
1762,consigne,,BARMAN returns to the bar and MARGARET enters with her coat on and carrying a suitcase.,,,
1763,speech,MARGARET,"Morning Clifton, is my taxi here?
",neutral,neutral,neutral
1764,speech,BARMAN,Not yet madam.,neutral,neutral,neutral
1765,consigne,,She sits at one of the tables.,,,
1766,speech,BARMAN,Can I get you anything madam?,anger,curiosity,neutral
1767,speech,MARGARET,"No, no thank you.",disgust,disapproval,neutral
1768,speech,MARGARET,I just want to get out of here to be honest.,neutral,desire,sadness
1769,speech,MARGARET,"It's been an awful stain these last few days, even before last night.",disgust,disgust,disgust
1770,speech,MARGARET,All seems so silly now.,sadness,annoyance,sadness
1771,speech,BARMAN,Very good madam.,neutral,admiration,neutral
1772,consigne,,ALAN enters with coat on carrying a suitcase. He goes and sits at MARGARET'S table.,,,
1773,speech,MARGARET,"Hi.
",neutral,neutral,neutral
1774,speech,ALAN,Hi.,neutral,neutral,neutral
1775,consigne,,Pasue,,,
1776,speech,ALAN,"Not really what I had in mind as a great tribute to Edwin.
",neutral,disapproval,neutral
1777,speech,MARGARET,No not really.,neutral,disapproval,neutral
1778,speech,ALAN,Jessica is distraught.,fear,sadness,fear
1779,speech,MARGARET,I would be too if I were her.,neutral,neutral,neutral
1780,speech,MARGARET,I'm not too happy as it is myself.,sadness,sadness,sadness
1781,consigne,,Long pause.,,,
1782,speech,ALAN,"Why did you never mention anything about us?
",surprise,curiosity,surprise
1783,speech,MARGARET,I was too busy trying to deal with other people's problems.,sadness,neutral,neutral
1784,speech,MARGARET,"It's a very good way of pretending you don't have any of your own.
",neutral,admiration,neutral
1785,speech,ALAN,I know it almost seems silly to mention.,disgust,annoyance,sadness
1786,speech,ALAN,"But you know I've always loved you too.
",joy,love,neutral
1787,speech,MARGARET,I know.,neutral,neutral,neutral
1788,speech,ALAN,"Why did we never do anything?
",anger,confusion,neutral
1789,speech,MARGARET,"I don't know.
",surprise,confusion,neutral
1790,speech,ALAN,"Maybe one day it could still happen.
",neutral,optimism,neutral
